Country,Date,Interest Rate
IS,2018-01,5.75
IS,2018-02,5.75
IS,2018-03,5.75
IS,2018-04,5.75
IS,2018-05,5.75
IS,2018-06,5.25
IS,2018-07,5.25
IS,2018-08,5.25
IS,2018-09,5.25
IS,2018-10,5.0
IS,2018-11,5.0
IS,2018-12,5.0
IS,2019-01,5.0
IS,2019-02,5.0
IS,2019-03,4.75
IS,2019-04,4.5
IS,2019-05,4.5
IS,2019-06,4.5
IS,2019-07,4.5
IS,2019-08,4.25
IS,2019-09,4.25
IS,2019-10,4.25
IS,2019-11,4.25
IS,2019-12,4.25
IS,2020-01,4.25
IS,2020-02,4.25
IS,2020-03,4.25
IS,2020-04,4.25
IS,2020-05,4.25
IS,2020-06,4.25
IS,2020-07,4.25
IS,2020-08,4.25
IS,2020-09,4.5
IS,2020-10,4.5
IS,2020-11,4.5
IS,2020-12,4.5
IS,2021-01,4.5
IS,2021-02,4.5
IS,2021-03,4.0
IS,2021-04,3.75
IS,2021-05,3.75
IS,2021-06,3.5
IS,2021-07,3.5
IS,2021-08,3.25
IS,2021-09,3.0
IS,2021-10,3.0
IS,2021-11,3.0
IS,2021-12,2.75
IS,2022-01,1.75
IS,2022-02,1.75
IS,2022-03,1.0
IS,2022-04,1.0
IS,2022-05,1.0
IS,2022-06,1.0
IS,2022-07,1.0
IS,2022-08,1.0
IS,2022-09,0.75
IS,2022-10,0.75
IS,2022-11,0.75
IS,2022-12,0.75
IS,2023-01,0.75
IS,2023-02,0.75
IS,2023-03,1.0
IS,2023-04,1.0
IS,2023-05,1.0
IS,2023-06,1.25
IS,2023-07,1.25
IS,2023-08,1.5
IS,2023-09,2.0
IS,2023-10,2.0
IS,2023-11,2.0
IS,2023-12,2.75
IS,2024-01,2.75
IS,2024-02,2.75
IS,2024-03,3.75
IS,2024-04,4.75
IS,2024-05,4.75
IS,2024-06,5.5
IS,2024-07,5.5
IS,2024-08,5.75
IS,2024-09,6.0
IS,2024-10,6.0
HR,2000-01,1160.0
HR,2000-02,1560.0
HR,2000-03,1647.0
HR,2000-04,1827.8
HR,2000-05,1726.65
HR,2000-06,1726.23
HR,2000-07,1848.78
HR,2000-08,1568.0
HR,2000-09,2646.56
HR,2000-10,98.5
HR,2000-11,76.5
HR,2000-12,74.57
HR,2001-01,98.58
HR,2001-02,30.21
HR,2001-03,24.66
HR,2001-04,16.64
HR,2001-05,20.0
HR,2001-06,20.0
HR,2001-07,16.15
HR,2001-08,20.0
HR,2001-09,17.42
HR,2001-10,18.0
HR,2001-11,18.0
HR,2001-12,18.0
HR,2002-01,18.01
HR,2002-02,18.21
HR,2002-03,19.49
HR,2002-04,18.39
HR,2002-05,20.07
HR,2002-06,22.62
HR,2002-07,23.1
HR,2002-08,22.38
HR,2002-09,23.23
HR,2002-10,25.32
HR,2002-11,24.68
HR,2002-12,29.54
HR,2003-01,29.27
HR,2003-02,29.85
HR,2003-03,29.35
HR,2003-04,19.0
HR,2003-05,19.0
HR,2003-06,19.0
HR,2003-07,11.02
HR,2003-08,6.73
HR,2003-09,8.84
HR,2003-10,0.0
HR,2003-11,9.34
HR,2003-12,0.0
HR,2004-01,9.52
HR,2004-02,10.7
HR,2004-03,10.41
HR,2004-04,0.0
HR,2004-05,9.8
HR,2004-06,7.98
HR,2004-07,7.65
HR,2004-08,8.87
HR,2004-09,8.44
HR,2004-10,7.87
HR,2004-11,7.44
HR,2004-12,9.97
HR,2005-01,7.9
HR,2005-02,8.19
HR,2005-03,8.98
HR,2005-04,13.38
HR,2005-05,10.0
HR,2005-06,10.0
HR,2005-07,10.0
HR,2005-08,10.0
HR,2005-09,10.0
HR,2005-10,10.0
HR,2005-11,10.0
HR,2005-12,10.0
HR,2006-01,10.0
HR,2006-02,10.0
HR,2006-03,10.0
HR,2006-04,10.0
HR,2006-05,10.0
HR,2006-06,10.0
HR,2006-07,10.0
HR,2006-08,10.0
HR,2006-09,10.0
HR,2006-10,10.0
HR,2006-11,10.0
HR,2006-12,10.0
HR,2007-01,10.0
HR,2007-02,10.0
HR,2007-03,10.0
HR,2007-04,10.0
HR,2007-05,4.0
HR,2007-06,6.83
HR,2007-07,6.0
HR,2007-08,3.43
HR,2007-09,2.0
HR,2007-10,10.0
HR,2007-11,2.58
HR,2007-12,2.0
HR,2008-01,2.34
HR,2008-02,1.41
HR,2008-03,6.0
HR,2008-04,3.34
HR,2008-05,3.34
HR,2008-06,2.62
HR,2008-07,2.0
HR,2008-08,8.83
HR,2008-09,4.0
HR,2008-10,4.33
HR,2008-11,3.46
HR,2008-12,1.18
HR,2009-01,0.87
HR,2009-02,2.7
HR,2009-03,3.66
HR,2009-04,0.91
HR,2009-05,2.0
HR,2009-06,1.0
HR,2009-07,0.86
HR,2009-08,0.53
HR,2009-09,1.24
HR,2009-10,0.91
HR,2009-11,0.24
HR,2009-12,0.55
HR,2010-01,0.99
HR,2010-02,1.51
HR,2010-03,1.98
HR,2010-04,1.33
HR,2010-05,0.85
HR,2010-06,2.72
HR,2010-07,1.67
HR,2010-08,3.16
HR,2010-09,8.09
HR,2010-10,1.43
HR,2010-11,2.01
HR,2010-12,6.48
HR,2011-01,0.91
HR,2011-02,6.29
HR,2011-03,3.75
HR,2011-04,0.38
HR,2011-05,0.59
HR,2011-06,4.17
HR,2011-07,5.72
HR,2011-08,9.24
HR,2011-09,1.66
HR,2011-10,1.19
HR,2011-11,1.11
HR,2011-12,1.27
HR,2012-01,1.06
HR,2012-02,2.75
HR,2012-03,1.32
HR,2012-04,0.57
HR,2012-05,0.55
HR,2012-06,2.07
HR,2012-07,0.81
HR,2012-08,3.43
HR,2012-09,0.92
HR,2012-10,1.14
HR,2012-11,2.96
HR,2012-12,2.64
HR,2013-01,0.91
HR,2013-02,1.27
HR,2013-03,2.12
HR,2013-04,2.41
HR,2013-05,1.22
HR,2013-06,2.39
HR,2013-07,3.0
HR,2013-08,2.58
HR,2013-09,2.83
HR,2013-10,2.25
HR,2013-11,0.94
HR,2013-12,3.32
HR,2014-01,2.83
HR,2014-02,2.99
HR,2014-03,3.83
HR,2014-04,4.21
HR,2014-05,3.81
HR,2014-06,8.41
HR,2014-07,3.28
HR,2014-08,3.01
HR,2014-09,11.21
HR,2014-10,9.43
HR,2014-11,4.39
HR,2014-12,11.69
HR,2015-01,8.42
HR,2015-02,3.29
HR,2015-03,1.77
HR,2015-04,2.63
HR,2015-05,3.17
HR,2015-06,4.42
HR,2015-07,3.5
HR,2015-08,3.57
HR,2015-09,9.84
HR,2015-10,16.88
HR,2015-11,17.46
HR,2015-12,3.37
HR,2016-01,9.39
HR,2016-02,39.9
HR,2016-03,6.55
HR,2016-04,5.87
HR,2016-05,5.97
HR,2016-06,6.39
HR,2016-07,6.37
HR,2016-08,4.69
HR,2016-09,6.83
HR,2016-10,1.21
HR,2016-11,0.8
HR,2016-12,0.98
HR,2017-01,0.78
HR,2017-02,0.42
HR,2017-03,0.77
HR,2017-04,0.83
HR,2017-05,0.7
HR,2017-06,1.03
HR,2017-07,1.37
HR,2017-08,0.88
HR,2017-09,0.87
HR,2017-10,0.74
HR,2017-11,0.71
HR,2017-12,0.81
HR,2018-01,0.57
HR,2018-02,0.67
HR,2018-03,0.63
HR,2018-04,0.7
HR,2018-05,0.45
HR,2018-06,0.38
HR,2018-07,0.47
HR,2018-08,0.42
HR,2018-09,1.25
HR,2018-10,0.76
HR,2018-11,0.52
HR,2018-12,1.57
HR,2019-01,1.25
HR,2019-02,1.04
HR,2019-03,1.29
HR,2019-04,0.48
HR,2019-05,0.4
HR,2019-06,0.74
HR,2019-07,0.5
HR,2019-08,1.43
HR,2019-09,0.54
HR,2019-10,0.49
HR,2019-11,0.42
HR,2019-12,0.59
HR,2020-01,0.22
HR,2020-02,0.22
HR,2020-03,0.78
HR,2020-04,0.26
HR,2020-05,0.26
HR,2020-06,0.36
HR,2020-07,0.25
HR,2020-08,0.21
HR,2020-09,0.56
HR,2020-10,0.25
HR,2020-11,0.25
HR,2020-12,0.31
HR,2021-01,0.5
HR,2021-02,0.4
HR,2021-03,0.43
HR,2021-04,0.28
HR,2021-05,0.21
HR,2021-06,0.24
HR,2021-07,0.22
HR,2021-08,0.47
HR,2021-09,0.39
HR,2021-10,0.42
HR,2021-11,0.4
HR,2021-12,0.29
HR,2022-01,0.4
HR,2022-02,0.27
HR,2022-03,0.8
HR,2022-04,0.13
HR,2022-05,0.14
HR,2022-06,0.25
HR,2022-07,0.46
HR,2022-08,0.56
HR,2022-09,0.81
HR,2022-10,0.63
HR,2022-11,0.7
HR,2022-12,0.38
HR,2023-01,0.58
HR,2023-02,0.5
HR,2023-03,0.5
HR,2023-04,0.3
HR,2023-05,0.0
HR,2023-06,0.0
HR,2023-07,0.0
HR,2023-08,0.2
HR,2023-09,0.52
HR,2023-10,0.58
HR,2023-11,0.3
HR,2023-12,0.08
HR,2024-01,0.0
HR,2024-02,0.0
HR,2024-03,0.0
HR,2024-04,0.06
HR,2024-05,0.4
HR,2024-06,0.39
HR,2024-09,0.5
HR,2024-10,0.1
HK,2000-01,6.88
HK,2000-02,6.6
HK,2000-03,6.25
HK,2000-04,6.25
HK,2000-05,6.25
HK,2000-06,6.25
HK,2000-07,6.25
HK,2000-08,6.25
HK,2000-09,6.25
HK,2000-10,6.25
HK,2000-11,6.5
HK,2000-12,6.75
HK,2001-01,6.75
HK,2001-02,6.75
HK,2001-03,7.0
HK,2001-04,7.0
HK,2001-05,7.0
HK,2001-06,7.25
HK,2001-07,7.5
HK,2001-08,7.5
HK,2001-09,8.0
HK,2001-10,8.0
HK,2001-11,8.0
HK,2001-12,8.0
HK,2002-01,8.0
HK,2002-02,8.0
HK,2002-03,8.0
HK,2002-04,8.0
HK,2002-05,7.5
HK,2002-06,7.0
HK,2002-07,6.5
HK,2002-08,6.0
HK,2002-09,5.5
HK,2002-10,5.25
HK,2002-11,5.25
HK,2002-12,5.0
HK,2003-01,4.5
HK,2003-02,4.0
HK,2003-03,3.5
HK,2003-04,3.25
HK,2003-05,3.25
HK,2003-06,3.25
HK,2003-07,3.25
HK,2003-08,3.25
HK,2003-09,3.25
HK,2003-10,3.25
HK,2003-11,3.25
HK,2003-12,3.25
HK,2004-01,3.25
HK,2004-02,3.25
HK,2004-03,2.75
HK,2004-04,2.75
HK,2004-05,2.75
HK,2004-06,2.75
HK,2004-07,2.75
HK,2004-08,2.75
HK,2004-09,2.75
HK,2004-10,2.5
HK,2004-11,2.5
HK,2004-12,2.5
HK,2005-01,2.5
HK,2005-02,2.5
HK,2005-03,2.5
HK,2005-04,2.5
HK,2005-05,2.5
HK,2005-06,2.5
HK,2005-07,2.5
HK,2005-08,2.5
HK,2005-09,2.5
HK,2005-10,2.5
HK,2005-11,2.75
HK,2005-12,3.0
HK,2006-01,3.25
HK,2006-02,3.25
HK,2006-03,3.5
HK,2006-04,3.75
HK,2006-05,3.75
HK,2006-06,4.0
HK,2006-07,4.25
HK,2006-08,4.25
HK,2006-09,4.5
HK,2006-10,4.5
HK,2006-11,4.75
HK,2006-12,5.0
HK,2007-01,5.25
HK,2007-02,5.25
HK,2007-03,5.5
HK,2007-04,5.75
HK,2007-05,5.75
HK,2007-06,6.0
HK,2007-07,6.25
HK,2007-08,6.25
HK,2007-09,6.5
HK,2007-10,6.75
HK,2007-11,6.75
HK,2007-12,6.75
HK,2008-01,6.75
HK,2008-02,6.75
HK,2008-03,6.75
HK,2008-04,6.75
HK,2008-05,6.75
HK,2008-06,6.75
HK,2008-07,6.75
HK,2008-08,6.75
HK,2008-09,6.75
HK,2008-10,6.75
HK,2008-11,6.75
HK,2008-12,6.75
HK,2009-01,6.25
HK,2009-02,6.25
HK,2009-03,6.0
HK,2009-04,5.75
HK,2009-05,4.5
HK,2009-06,4.5
HK,2009-07,3.75
HK,2009-08,3.75
HK,2009-09,3.5
HK,2009-10,3.5
HK,2009-11,3.5
HK,2009-12,3.5
HK,2010-01,3.5
HK,2010-02,1.5
HK,2010-03,1.5
HK,2010-04,0.5
HK,2010-05,0.5
HK,2010-06,0.5
HK,2010-07,0.5
HK,2010-08,0.5
HK,2010-09,0.5
HK,2010-10,0.5
HK,2010-11,0.5
HK,2010-12,0.5
HK,2011-01,0.5
HK,2011-02,0.5
HK,2011-03,0.5
HK,2011-04,0.5
HK,2011-05,0.5
HK,2011-06,0.5
HK,2011-07,0.5
HK,2011-08,0.5
HK,2011-09,0.5
HK,2011-10,0.5
HK,2011-11,0.5
HK,2011-12,0.5
HK,2012-01,0.5
HK,2012-02,0.5
HK,2012-03,0.5
HK,2012-04,0.5
HK,2012-05,0.5
HK,2012-06,0.5
HK,2012-07,0.5
HK,2012-08,0.5
HK,2012-09,0.5
HK,2012-10,0.5
HK,2012-11,0.5
HK,2012-12,0.5
HK,2013-01,0.5
HK,2013-02,0.5
HK,2013-03,0.5
HK,2013-04,0.5
HK,2013-05,0.5
HK,2013-06,0.5
HK,2013-07,0.5
HK,2013-08,0.5
HK,2013-09,0.5
HK,2013-10,0.5
HK,2013-11,0.5
HK,2013-12,0.5
HK,2014-01,0.5
HK,2014-02,0.5
HK,2014-03,0.5
HK,2014-04,0.5
HK,2014-05,0.5
HK,2014-06,0.5
HK,2014-07,0.5
HK,2014-08,0.5
HK,2014-09,0.5
HK,2014-10,0.5
HK,2014-11,0.5
HK,2014-12,0.5
HK,2015-01,0.5
HK,2015-02,0.5
HK,2015-03,0.5
HK,2015-04,0.5
HK,2015-05,0.5
HK,2015-06,0.5
HK,2015-07,0.5
HK,2015-08,0.5
HK,2015-09,0.5
HK,2015-10,0.5
HK,2015-11,0.5
HK,2015-12,0.5
HK,2016-01,0.5
HK,2016-02,0.5
HK,2016-03,0.5
HK,2016-04,0.5
HK,2016-05,0.5
HK,2016-06,0.5
HK,2016-07,0.5
HK,2016-08,0.5
HK,2016-09,0.5
HK,2016-10,0.5
HK,2016-11,0.5
HK,2016-12,0.5
HK,2017-01,0.5
HK,2017-02,0.5
HK,2017-03,0.5
HK,2017-04,0.75
HK,2017-05,0.75
HK,2017-06,0.75
HK,2017-07,0.75
HK,2017-08,0.75
HK,2017-09,0.75
HK,2017-10,0.75
HK,2017-11,0.75
HK,2017-12,0.75
HK,2018-01,0.75
HK,2018-02,0.75
HK,2018-03,0.75
HK,2018-04,1.0
HK,2018-05,1.0
HK,2018-06,1.0
HK,2018-07,1.25
HK,2018-08,1.25
HK,2018-09,1.25
HK,2018-10,1.5
HK,2018-11,1.5
HK,2018-12,1.5
HK,2019-01,1.5
HK,2019-02,1.5
HK,2019-03,1.5
HK,2019-04,1.75
HK,2019-05,1.75
HK,2019-06,1.75
HK,2019-07,2.0
HK,2019-08,2.0
HK,2019-09,2.0
HK,2019-10,2.25
HK,2019-11,2.25
HK,2019-12,2.25
HK,2020-01,2.5
HK,2020-02,2.5
HK,2020-03,2.5
HK,2020-04,2.75
HK,2020-05,2.75
HK,2020-06,2.75
HK,2020-07,2.75
HK,2020-08,2.75
HK,2020-09,2.75
HK,2020-10,2.75
HK,2020-11,2.75
HK,2020-12,2.5
HK,2021-01,2.25
HK,2021-02,2.0
HK,2021-03,2.0
HK,2021-04,2.49
HK,2021-05,2.0
HK,2021-06,2.0
HK,2021-07,1.65
HK,2021-08,1.11
HK,2021-09,0.62
HK,2021-10,0.5
HK,2021-11,0.5
HK,2021-12,0.5
HK,2022-01,0.5
HK,2022-02,0.5
HK,2022-03,0.5
HK,2022-04,0.5
HK,2022-05,0.5
HK,2022-06,0.5
HK,2022-07,0.5
HK,2022-08,0.5
HK,2022-09,0.5
HK,2022-10,0.5
HK,2022-11,0.5
HK,2022-12,0.5
HK,2023-01,0.5
HK,2023-02,0.5
HK,2023-03,0.5
HK,2023-04,0.5
HK,2023-05,0.5
HK,2023-06,0.5
HK,2023-07,0.75
HK,2023-08,0.75
HK,2023-09,1.25
HK,2023-10,2.0
HK,2023-11,2.75
HK,2023-12,2.75
HK,2024-01,3.5
HK,2024-02,3.5
HK,2024-03,4.25
HK,2024-04,4.75
HK,2024-05,4.75
HK,2024-06,5.0
HK,2024-07,5.25
HK,2024-08,5.25
HK,2024-09,5.5
HK,2024-10,5.5
ID,2000-01,8.5
ID,2000-02,8.75
ID,2000-03,10.0
ID,2000-04,11.0
ID,2000-05,12.25
ID,2000-06,12.75
ID,2000-07,12.75
ID,2000-08,12.75
ID,2000-09,12.75
ID,2000-10,12.75
ID,2000-11,12.5
ID,2000-12,12.5
ID,2001-01,12.25
ID,2001-02,11.75
ID,2001-03,11.25
ID,2001-04,10.75
ID,2001-05,10.25
ID,2001-06,9.75
ID,2001-07,9.5
ID,2001-08,9.25
ID,2001-09,9.0
ID,2001-10,9.0
ID,2001-11,8.75
ID,2001-12,8.5
ID,2002-01,8.25
ID,2002-02,8.25
ID,2002-03,8.25
ID,2002-04,8.25
ID,2002-05,8.25
ID,2002-06,8.0
ID,2002-07,8.0
ID,2002-08,8.0
ID,2002-09,8.0
ID,2002-10,8.0
ID,2002-11,8.25
ID,2002-12,8.5
ID,2003-01,8.75
ID,2003-02,9.0
ID,2003-03,9.25
ID,2003-04,9.5
ID,2003-05,9.5
ID,2003-06,9.25
ID,2003-07,8.75
ID,2003-08,8.25
ID,2003-09,7.75
ID,2003-10,7.5
ID,2003-11,7.25
ID,2003-12,7.0
ID,2004-01,6.75
ID,2004-02,6.5
ID,2004-03,6.5
ID,2004-04,6.5
ID,2004-05,6.5
ID,2004-06,6.5
ID,2004-07,6.5
ID,2004-08,6.5
ID,2004-09,6.5
ID,2004-10,6.5
ID,2004-11,6.5
ID,2004-12,6.5
ID,2005-01,6.5
ID,2005-02,6.5
ID,2005-03,6.5
ID,2005-04,6.5
ID,2005-05,6.5
ID,2005-06,6.5
ID,2005-07,6.5
ID,2005-08,6.75
ID,2005-09,6.75
ID,2005-10,6.75
ID,2005-11,6.75
ID,2005-12,6.75
ID,2006-01,6.75
ID,2006-02,6.75
ID,2006-03,6.75
ID,2006-04,6.5
ID,2006-05,6.0
ID,2006-06,6.0
ID,2006-07,6.0
ID,2006-08,5.75
ID,2006-09,5.75
ID,2006-10,5.75
ID,2006-11,5.75
ID,2006-12,5.75
ID,2007-01,5.75
ID,2007-02,5.75
ID,2007-03,5.75
ID,2007-04,5.75
ID,2007-05,5.75
ID,2007-06,5.75
ID,2007-07,5.75
ID,2007-08,5.75
ID,2007-09,5.75
ID,2007-10,5.75
ID,2007-11,5.75
ID,2007-12,6.0
ID,2008-01,6.5
ID,2008-02,7.0
ID,2008-03,7.25
ID,2008-04,7.25
ID,2008-05,7.5
ID,2008-06,7.5
ID,2008-07,7.5
ID,2008-08,7.5
ID,2008-09,7.5
ID,2008-10,7.5
ID,2008-11,7.5
ID,2008-12,7.5
ID,2009-01,7.5
ID,2009-02,7.5
ID,2009-03,7.5
ID,2009-04,7.5
ID,2009-05,7.5
ID,2009-06,7.75
ID,2009-07,7.75
ID,2009-08,7.5
ID,2009-09,7.5
ID,2009-10,7.5
ID,2009-11,7.5
ID,2009-12,7.5
ID,2010-01,7.5
ID,2010-02,7.5
ID,2010-03,7.5
ID,2010-04,7.5
ID,2010-05,7.5
ID,2010-06,7.5
ID,2010-07,7.25
ID,2010-08,7.0
ID,2010-09,6.75
ID,2010-10,6.75
ID,2010-11,6.75
ID,2010-12,6.5
ID,2011-01,6.5
ID,2011-02,5.25
ID,2011-03,5.0
ID,2011-04,4.75
ID,2011-05,4.75
ID,2011-06,4.75
ID,2011-07,4.75
ID,2011-08,4.75
ID,2011-09,4.75
ID,2011-10,4.75
ID,2011-11,4.75
ID,2011-12,4.75
ID,2012-01,4.75
ID,2012-02,4.5
ID,2012-03,4.25
ID,2012-04,4.25
ID,2012-05,4.25
ID,2012-06,4.25
ID,2012-07,4.25
ID,2012-08,4.25
ID,2012-09,4.25
ID,2012-10,4.25
ID,2012-11,4.75
ID,2012-12,5.25
ID,2013-01,5.25
ID,2013-02,5.5
ID,2013-03,5.75
ID,2013-04,5.75
ID,2013-05,6.0
ID,2013-06,6.0
ID,2013-07,6.0
ID,2013-08,6.0
ID,2013-09,6.0
ID,2013-10,6.0
ID,2013-11,6.0
ID,2013-12,6.0
ID,2014-01,5.75
ID,2014-02,5.5
ID,2014-03,5.25
ID,2014-04,5.0
ID,2014-05,5.0
ID,2014-06,5.0
ID,2014-07,5.0
ID,2014-08,4.75
ID,2014-09,4.5
ID,2014-10,4.5
ID,2014-11,4.5
ID,2014-12,4.25
ID,2015-01,4.0
ID,2015-02,4.0
ID,2015-03,4.0
ID,2015-04,4.0
ID,2015-05,3.75
ID,2015-06,3.75
ID,2015-07,3.75
ID,2015-08,3.5
ID,2015-09,3.5
ID,2015-10,3.5
ID,2015-11,3.5
ID,2015-12,3.5
ID,2016-01,3.5
ID,2016-02,3.5
ID,2016-03,3.5
ID,2016-04,3.5
ID,2016-05,3.5
ID,2016-06,3.5
ID,2016-07,3.5
ID,2016-08,3.5
ID,2016-09,3.5
ID,2016-10,3.5
ID,2016-11,3.5
ID,2016-12,3.5
ID,2017-01,3.5
ID,2017-02,3.75
ID,2017-03,4.25
ID,2017-04,4.75
ID,2017-05,5.25
ID,2017-06,5.5
ID,2017-07,5.75
ID,2017-08,5.75
ID,2017-09,5.75
ID,2017-10,5.75
ID,2017-11,5.75
ID,2017-12,5.75
ID,2018-01,5.75
ID,2018-02,5.75
ID,2018-03,5.75
ID,2018-04,6.0
ID,2018-05,6.0
ID,2018-06,6.0
ID,2018-07,6.0
ID,2018-08,6.0
ID,2018-09,6.0
ID,2018-10,6.25
ID,2018-11,6.25
ID,2018-12,6.25
ID,2019-01,6.25
ID,2019-02,6.25
ID,2019-03,6.0
ID,2019-04,6.0
HU,2000-01,17.0
HU,2000-02,17.0
HU,2000-03,17.0
HU,2000-04,17.0
HU,2000-05,17.0
HU,2000-06,21.0
HU,2000-07,21.0
HU,2000-08,21.0
HU,2000-09,21.0
HU,2000-10,22.0
HU,2000-11,22.0
HU,2000-12,22.0
HU,2001-01,22.0
HU,2001-02,22.0
HU,2001-03,22.0
HU,2001-04,22.0
HU,2001-05,22.0
HU,2001-06,22.0
HU,2001-07,22.0
HU,2001-08,22.0
HU,2001-09,22.0
HU,2001-10,22.0
HU,2001-11,22.0
HU,2001-12,22.0
HU,2002-01,22.0
HU,2002-02,22.0
HU,2002-03,22.0
HU,2002-04,22.0
HU,2002-05,22.0
HU,2002-06,22.0
HU,2002-07,22.0
HU,2002-08,22.0
HU,2002-09,22.0
HU,2002-10,21.0
HU,2002-11,21.0
HU,2002-12,21.0
HU,2003-01,20.0
HU,2003-02,20.0
HU,2003-03,20.0
HU,2003-04,20.0
HU,2003-05,19.0
HU,2003-06,19.0
HU,2003-07,19.0
HU,2003-08,19.0
HU,2003-09,22.0
HU,2003-10,22.0
HU,2003-11,22.0
HU,2003-12,22.0
HU,2004-01,22.0
HU,2004-02,22.0
HU,2004-03,22.0
HU,2004-04,22.0
HU,2004-05,22.0
HU,2004-06,25.0
HU,2004-07,25.0
HU,2004-08,25.0
HU,2004-09,25.0
HU,2004-10,25.0
HU,2004-11,25.0
HU,2004-12,25.0
HU,2005-01,25.0
HU,2005-02,28.0
HU,2005-03,28.0
HU,2005-04,28.0
HU,2005-05,28.0
HU,2005-06,28.0
HU,2005-07,28.0
HU,2005-08,28.0
HU,2005-09,28.0
HU,2005-10,28.0
HU,2005-11,28.0
HU,2005-12,28.0
HU,2006-01,28.0
HU,2006-02,27.0
HU,2006-03,27.0
HU,2006-04,27.0
HU,2006-05,26.0
HU,2006-06,26.0
HU,2006-07,25.5
HU,2006-08,25.5
HU,2006-09,24.5
HU,2006-10,23.0
HU,2006-11,23.0
HU,2006-12,23.0
HU,2007-01,22.5
HU,2007-02,22.5
HU,2007-03,21.5
HU,2007-04,21.5
HU,2007-05,21.5
HU,2007-06,21.5
HU,2007-07,21.0
HU,2007-08,21.0
HU,2007-09,20.5
HU,2007-10,20.5
HU,2007-11,20.5
HU,2007-12,20.5
HU,2008-01,20.5
HU,2008-02,20.0
HU,2008-03,20.0
HU,2008-04,19.5
HU,2008-05,19.5
HU,2008-06,19.0
HU,2008-07,19.0
HU,2008-08,18.0
HU,2008-09,18.0
HU,2008-10,18.0
HU,2008-11,18.0
HU,2008-12,17.0
HU,2009-01,17.0
HU,2009-02,16.0
HU,2009-03,16.0
HU,2009-04,16.0
HU,2009-05,16.0
HU,2009-06,15.5
HU,2009-07,15.5
HU,2009-08,15.5
HU,2009-09,15.5
HU,2009-10,15.5
HU,2009-11,15.0
HU,2009-12,14.5
HU,2010-01,13.0
HU,2010-02,13.0
HU,2010-03,12.0
HU,2010-04,11.0
HU,2010-05,11.0
HU,2010-06,11.0
HU,2010-07,11.0
HU,2010-08,11.0
HU,2010-09,11.0
HU,2010-10,11.0
HU,2010-11,11.0
HU,2010-12,11.0
HU,2011-01,11.0
HU,2011-02,11.0
HU,2011-03,11.0
HU,2011-04,11.0
HU,2011-05,11.0
HU,2011-06,11.0
HU,2011-07,11.25
HU,2011-08,11.25
HU,2011-09,11.0
HU,2011-10,10.75
HU,2011-11,10.25
HU,2011-12,9.75
HU,2012-01,9.0
HU,2012-02,8.5
HU,2012-03,8.5
HU,2012-04,8.5
HU,2012-05,9.0
HU,2012-06,9.0
HU,2012-07,9.5
HU,2012-08,9.5
HU,2012-09,9.5
HU,2012-10,9.5
HU,2012-11,9.0
HU,2012-12,8.5
HU,2013-01,6.5
HU,2013-02,6.5
HU,2013-03,6.5
HU,2013-04,6.5
HU,2013-05,6.5
HU,2013-06,9.5
HU,2013-07,9.5
HU,2013-08,9.5
HU,2013-09,9.5
HU,2013-10,9.5
HU,2013-11,12.5
HU,2013-12,12.5
HU,2014-01,12.5
HU,2014-02,12.5
HU,2014-03,12.25
HU,2014-04,12.0
HU,2014-05,11.5
HU,2014-06,11.5
HU,2014-07,11.5
HU,2014-08,11.0
HU,2014-09,11.0
HU,2014-10,10.5
HU,2014-11,10.0
HU,2014-12,9.5
HU,2015-01,9.0
HU,2015-02,8.25
HU,2015-03,7.75
HU,2015-04,7.5
HU,2015-05,7.25
HU,2015-06,7.0
HU,2015-07,6.75
HU,2015-08,6.25
HU,2015-09,6.0
HU,2015-10,6.0
HU,2015-11,6.0
HU,2015-12,6.0
HU,2016-01,6.0
HU,2016-02,6.0
HU,2016-03,6.0
HU,2016-04,6.0
HU,2016-05,6.0
HU,2016-06,6.25
HU,2016-07,6.75
HU,2016-08,7.25
HU,2016-09,7.75
HU,2016-10,8.0
HU,2016-11,8.0
HU,2016-12,8.0
HU,2017-01,8.0
HU,2017-02,8.0
HU,2017-03,8.0
HU,2017-04,8.0
HU,2017-05,8.0
HU,2017-06,7.75
HU,2017-07,7.75
HU,2017-08,7.75
HU,2017-09,7.5
HU,2017-10,7.5
HU,2017-11,7.5
HU,2017-12,7.5
HU,2018-01,7.5
HU,2018-02,7.5
HU,2018-03,7.5
HU,2018-04,8.25
HU,2018-05,8.5
HU,2018-06,8.5
HU,2018-07,8.5
HU,2018-08,8.5
HU,2018-09,8.5
HU,2018-10,11.5
HU,2018-11,11.0
HU,2018-12,10.0
HU,2019-01,9.5
HU,2019-02,9.5
HU,2019-03,9.5
HU,2019-04,9.5
HU,2019-05,9.5
HU,2019-06,9.5
HU,2019-07,8.5
HU,2019-08,8.0
HU,2019-09,7.5
HU,2019-10,7.0
HU,2019-11,6.5
HU,2019-12,6.25
HU,2020-01,6.0
HU,2020-02,5.75
HU,2020-03,5.5
HU,2020-04,5.25
HU,2020-05,5.25
HU,2020-06,5.25
HU,2020-07,5.25
HU,2020-08,5.25
HU,2020-09,5.25
HU,2020-10,5.25
HU,2020-11,5.5
HU,2020-12,5.75
HU,2021-01,6.0
HU,2021-02,6.0
HU,2021-03,6.0
HU,2021-04,6.0
